,artist,genre
1126,Emilio Rojas,"['deep underground hip hop', 'soul flow']"
1127,Danny Gokey,"['anthem worship', 'ccm', 'christian music', 'christian pop', 'idol']"
1128,Dizzee Rascal,"['bassline', 'grime', 'instrumental grime']"
1129,BEAM,['trap soul']
1130,Benzi,[]
1131,Far Out,"['bass trap', 'gaming edm', 'melodic dubstep', 'pop edm', 'traprun']"
1132,Eye on Eyez,[]
1133,Neezy,[]
1134,Xie,[]
1135,QUIX,"['bass trap', 'dubstep', 'electro house', 'electronic trap', 'vapor twitch']"
1136,TheUnder,['traprun']
1137,AllttA,['new french touch']
1138,DJ 45,['chicago rap']
1139,Demrick,"['canadian hip hop', 'deep underground hip hop']"
1140,Fransis Derelle,[]
1141,Diskord,[]
1142,FKi 1st,['atl trap']
1143,YB,"['alabama rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
1144,UZ,"['melodic rap', 'philly rap', 'rap', 'trap']"
1145,Lil Haiti,['viral trap']
1146,Nolan Santo,[]
1147,watt,['modern alternative rock']
1148,JPB,['gaming edm']
1149,Canon,"['chicago rap', 'christian hip hop', 'christian trap']"
1150,Jayceeoh,[]
1151,Yung Chainz,[]
1152,YBS Skola,['baltimore hip hop']
1153,Ty James,['melodic rap']
1154,Khris Moore,[]
1155,Jay Samuelz,['deep german hip hop']
1156,The Blancos,['modern alternative rock']
1157,Ohana Bam,['deep underground hip hop']
1158,Forever M.C.,['deep underground hip hop']
1159,Dillon Chase,"['christian hip hop', 'christian trap']"
1160,1UP,[]
1161,BoTalks,['pop edm']
1162,System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
1163,Britney Spears,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']"
1164,Hundredth,"['melodic hardcore', 'modern alternative rock', 'progressive post-hardcore', 'screamocore']"
1165,Pure Violet,[]
1166,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']"
1167,Spotify,[]
1168,All Songs Considered,
1169,Absofacto,"['indie psych-pop', 'shimmer psych']"
1170,Zac Efron,"['dance pop', 'hollywood', 'pop', 'post-teen pop', 'show tunes']"
1171,Zendaya,"['dance pop', 'pop', 'post-teen pop']"
1172,BrizzyBren,[]
1173,Lil Berete,"['canadian hip hop', 'toronto rap']"
1174,Open Mike Eagle,"['abstract hip hop', 'alternative hip hop', 'escape room']"
1175,Felly,"['pop rap', 'underground hip hop']"
1176,Chophouze,['beats']
1177,Wifisfuneral,"['dark trap', 'emo rap', 'florida rap', 'miami hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
1178,DJ Kay Slay,['battle rap']
1179,Billy Marchiafava,"['meme rap', 'vapor trap']"
1180,Jerome,"['german house', 'pop dance']"
1181,ZUHAIR,"['australian r&b', 'bedroom soul', 'chill r&b']"
1182,Teddy,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']"
1183,JACKBOYS,"['rap', 'trap']"
1184,DJ Luke Nasty,"['north carolina hip hop', 'trap']"
1185,Falling In Reverse,"['metalcore', 'modern rock', 'pop punk', 'rap metal', 'rock']"
1186,Boys Like Girls,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']"
1187,AWOLNATION,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']"
1188,Get Scared,"['modern rock', 'rock', 'screamo']"
1189,Ht Bristol,[]
1190,The Red Jumpsuit Apparatus,"['emo', 'pop punk', 'pop rock', 'screamo']"
1191,Simon Curtis,"['electropop', 'otacore', 'post-teen pop']"
1192,Maddix,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house']"
1193,T-Mass,"['bass trap', 'gaming edm', 'pop edm', 'traprun']"
1194,Abdul,[]
1195,Party Favor,"['bass trap', 'edm', 'electro house', 'electronic trap']"
1196,Seven Lions,"['dubstep', 'edm', 'electro house', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive trance']"
1197,Deji,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
1198,Klaas,"['edm', 'german dance', 'pop dance', 'pop house', 'tropical house']"
1199,William Black,"['edm', 'melodic dubstep', 'pop edm']"
1200,Syn Cole,"['big room', 'dance pop', 'deep tropical house', 'edm', 'electro house', 'gaming edm', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
1201,Elgate feat. Spektrem,['gaming edm']
1202,Will Sparks,"['big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance']"
1203,Good Times Ahead,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']"
1204,Behmer,['melbourne bounce international']
1205,Far East Movement,"['asian american hip hop', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
1206,MAKJ,"['big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce']"
1207,Jack Ü,"['edm', 'electro house', 'pop dance']"
1208,Matisse & Sadko,"['big room', 'deep big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'russian edm']"
1209,MOTi,"['alternative metal', 'metalcore']"
1210,Vincent,"['edm', 'electronic trap', 'electropop', 'future bass', 'pop edm', 'vapor twitch']"
1211,Jamie Foxx,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
1212,B2K,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']"
1213,112,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
1214,Lloyd,"['dance pop', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
1215,Mario,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']"
1216,Estelle,"['neo soul', 'r&b']"
1217,Tamia,"['canadian pop', 'dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']"
1218,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
1219,Jagged Edge,"['atl hip hop', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']"
1220,Ginuwine,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'southern hip hop', 'urban contemporary']"
1221,J. Holiday,"['bassline', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1222,Keyshia Cole,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1223,Ciara,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
1224,Usher,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
1225,Sammie,"['dance pop', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1226,Bobby V.,"['dance pop', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1227,Destiny's Child,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
1228,Fantasia,"['dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']"
1229,Mario Winans,"['r&b', 'urban contemporary']"
1230,Marques Houston,"['hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1231,Monica,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
1232,DAY26,"['boy band', 'dance pop', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
